379293.90093738,4940279.60893779,3
379293.44466904,4940280.49653633,3
379292.9884007,4940281.38413487,3
379292.53213235,4940282.27173341,3
379292.07586401,4940283.15933195,3
379291.61959567,4940284.04693049,3
379291.16332733,4940284.93452903,3
379290.70705899,4940285.82212757,3
379290.25079065,4940286.70972612,3
379289.79452231,4940287.59732466,3
379289.33825397,4940288.4849232,3
379288.88198563,4940289.37252174,3
379288.42571729,4940290.26012028,3
379287.96944895,4940291.14771882,3
379287.51318061,4940292.03531736,3
379287.05691227,4940292.9229159,3
379286.60064393,4940293.81051444,3
379286.14437559,4940294.69811298,3
379285.68810725,4940295.58571152,3
379285.23183891,4940296.47331006,3
379284.77557057,4940297.36090861,3
379284.31930223,4940298.24850715,3
379283.86303389,4940299.13610569,3
379283.40676555,4940300.02370423,3
379282.95049721,4940300.91130277,3
379282.49422887,4940301.79890131,3
379282.03796053,4940302.68649985,3
379281.58169219,4940303.57409839,3
379281.12542385,4940304.46169693,3
379280.66915551,4940305.34929547,3
379280.21288716,4940306.23689401,3
379279.75661882,4940307.12449255,3
379279.30035048,4940308.01209109,3
379278.84408214,4940308.89968964,3
379278.3878138,4940309.78728818,3
379277.93154546,4940310.67488672,3
379277.47527712,4940311.56248526,3
379277.01900878,4940312.4500838,3
379276.56274044,4940313.33768234,3
379276.1064721,4940314.22528088,3
379275.65020376,4940315.11287942,3
379275.19393542,4940316.00047796,3
379274.73766708,4940316.8880765,3
379274.28139874,4940317.77567504,3
379273.8251304,4940318.66327359,3
379273.36886206,4940319.55087213,3
379272.91259372,4940320.43847067,3
379272.45632538,4940321.32606921,3
379272.00005704,4940322.21366775,3
379271.5437887,4940323.10126629,3
379271.08752036,4940323.98886483,3
379270.63125202,4940324.87646337,3
379270.17498368,4940325.76406191,3
379269.71871534,4940326.65166045,3
379269.262447,4940327.53925899,3
379268.80617866,4940328.42685753,3
379268.34991032,4940329.31445607,3
379267.89364198,4940330.20205462,3
379267.43737363,4940331.08965316,3
379266.98110529,4940331.9772517,3
379266.52483695,4940332.86485024,3
379266.06856861,4940333.75244878,3
379265.61230027,4940334.64004732,3
379265.15603193,4940335.52764586,3
379264.69976359,4940336.4152444,3
379264.24349525,4940337.30284294,3
379263.78722691,4940338.19044148,3
379263.33095857,4940339.07804002,3
379262.87469023,4940339.96563856,3
379262.41842189,4940340.85323711,3
379261.96215355,4940341.74083565,3
379261.50588521,4940342.62843419,3
379261.04961687,4940343.51603273,3
379260.59334853,4940344.40363127,3
379260.13708019,4940345.29122981,3
379259.68081185,4940346.17882835,3
379259.22454351,4940347.06642689,3
379258.76827517,4940347.95402543,3
379258.31200683,4940348.84162397,3
379257.85573849,4940349.72922251,3
379257.39947015,4940350.61682105,3
379256.94320181,4940351.5044196,3
379256.48693347,4940352.39201814,3
379256.03066513,4940353.27961668,3
379255.57439679,4940354.16721522,3
379255.11812844,4940355.05481376,3
379254.6618601,4940355.9424123,3
379254.20559176,4940356.83001084,3
379253.74932342,4940357.71760938,3
379253.29305508,4940358.60520792,3
379252.83678674,4940359.49280646,3
379252.3805184,4940360.380405,3
379251.92425006,4940361.26800354,3
379251.46798172,4940362.15560209,3
379251.01171338,4940363.04320063,3
379250.55544504,4940363.93079917,3
379250.0991767,4940364.81839771,3
379249.64290836,4940365.70599625,3
379249.18664002,4940366.59359479,3
379248.73037168,4940367.48119333,3
379248.27410334,4940368.36879187,3
379247.817835,4940369.25639041,3
379247.36156666,4940370.14398895,3
379246.90529832,4940371.03158749,3
379246.44902998,4940371.91918603,3
379245.99276164,4940372.80678457,3
379245.5364933,4940373.69438312,3
379245.08022496,4940374.58198166,3
379244.62395662,4940375.4695802,3
379244.16768828,4940376.35717874,3
379243.71141994,4940377.24477728,3
379243.2551516,4940378.13237582,3
379242.79888326,4940379.01997436,3
379242.34261491,4940379.9075729,3
379241.88634657,4940380.79517144,3
379241.43007823,4940381.68276998,3
379240.97380989,4940382.57036852,3
379240.51754155,4940383.45796706,3
379240.06127321,4940384.34556561,3
379239.60500487,4940385.23316415,3
379239.14873653,4940386.12076269,3
379238.69246819,4940387.00836123,3
379238.23619985,4940387.89595977,3
379237.77993151,4940388.78355831,3
379237.32366317,4940389.67115685,3
379236.86739483,4940390.55875539,3
379236.41112649,4940391.44635393,3
379235.95485815,4940392.33395247,3
379235.49858981,4940393.22155101,3
379235.04232147,4940394.10914955,3
379234.58605313,4940394.9967481,3
379234.12978479,4940395.88434664,3
379233.67351645,4940396.77194518,3
379233.21724811,4940397.65954372,3
379232.76097977,4940398.54714226,3
379232.30471143,4940399.4347408,3
379231.84844309,4940400.32233934,3
379231.39217475,4940401.20993788,3
379230.93590641,4940402.09753642,3
379230.47963807,4940402.98513496,3
379230.02336972,4940403.8727335,3
379229.56710138,4940404.76033204,3
379229.11083304,4940405.64793058,3
379228.6545647,4940406.53552913,3
379228.19829636,4940407.42312767,3
379227.74202802,4940408.31072621,3
379227.28575968,4940409.19832475,3
379226.82949134,4940410.08592329,3
379226.373223,4940410.97352183,3
379225.91695466,4940411.86112037,3
379225.46068632,4940412.74871891,3
379225.00441798,4940413.63631745,3
379224.54814964,4940414.52391599,3
379224.0918813,4940415.41151453,3
379223.63561296,4940416.29911308,3
379223.17934462,4940417.18671162,3
379222.72307628,4940418.07431016,3
379222.26680794,4940418.9619087,3
379221.8105396,4940419.84950724,3
379221.35427126,4940420.73710578,3
379220.89800292,4940421.62470432,3
379220.44173458,4940422.51230286,3
379219.98546624,4940423.3999014,3
379219.5291979,4940424.28749994,3
379219.07292956,4940425.17509848,3
379218.61666122,4940426.06269702,3
379218.16039288,4940426.95029556,3
379217.70412454,4940427.83789411,3
379217.24785619,4940428.72549265,3
379216.79158785,4940429.61309119,3
379216.33531951,4940430.50068973,3
379215.87905117,4940431.38828827,3
379215.42278283,4940432.27588681,3
379214.96651449,4940433.16348535,3
379214.51024615,4940434.05108389,3
379214.05397781,4940434.93868243,3
379213.59770947,4940435.82628097,3
379213.14144113,4940436.71387951,3
379212.68517279,4940437.60147806,3
379212.22890445,4940438.4890766,3
379211.77263611,4940439.37667514,3
379211.31636777,4940440.26427368,3
379210.86009943,4940441.15187222,3
379210.40383109,4940442.03947076,3
379209.94756275,4940442.9270693,3
379209.49129441,4940443.81466784,3
379209.03502607,4940444.70226638,3
379208.57875773,4940445.58986492,3
379208.12248939,4940446.47746346,3
379207.66622105,4940447.365062,3
379207.20995271,4940448.25266054,3
379206.75368437,4940449.14025909,3
379206.29741603,4940450.02785763,3
379205.84114769,4940450.91545617,3
379205.38487935,4940451.80305471,3
379204.928611,4940452.69065325,3
379204.47234266,4940453.57825179,3
379204.01607432,4940454.46585033,3
